Time,X,Y,Theta,Linear Velocity,Angular Velocity
1.066,-2.0000042915,-0.4999991059,4.50934299625159E-06,6.32622402463312E-07,7.52113965063472E-06
1.1,-2.0000042915,-0.4999990761,4.63247919676022E-06,6.32621834029123E-07,7.52112919144565E-06
1.132999936,-2.0000042915,-0.4999990463,0.000004752,6.32621322438354E-07,7.52112009649863E-06
1.166,-2.0000042915,-0.4999990463,4.87151016435981E-06,6.32620810847584E-07,7.52111145629897E-06
1.2,-2.0000042915,-0.4999990165,4.99464636486629E-06,6.32620299256814E-07,7.5211028160993E-06
1.232999936,-2.0000042915,-0.4999989867,5.11416184866833E-06,6.32619901352882E-07,7.52109554014169E-06
1.266,-2.0000042915,-0.4999989867,5.23367733246807E-06,6.3261950344895E-07,7.52108780943672E-06
1.3,-2.0000042915,-0.4999989569,5.35681398772657E-06,6.32619105545018E-07,7.52108098822646E-06
1.332999936,-2.0000042915,-0.4999989569,5.47632901677662E-06,6.32618764484505E-07,7.52107462176355E-06
1.366,-2.0000042915,-0.4999989271,5.59584450057627E-06,6.32618423423992E-07,7.52106871004798E-06
1.4,-2.0000042915,-0.4999988973,0.000005719,6.32618082363479E-07,7.52106279833242E-06
1.432999936,-2.0000042915,-0.4999988973,5.83849663963709E-06,6.32617798146384E-07,7.52105779611156E-06
1.466,-2.0000042915,-0.4999988675,0.000005958,6.3261751392929E-07,7.5210527938907E-06
1.5,-2.0000042915,-0.4999988377,6.08114877869533E-06,6.32617229712196E-07,0.000007521
1.532999936,-2.0000042915,-0.4999988377,6.20066426249485E-06,6.3261700233852E-07,0.000007521
1.566,-2.0000042915,-0.4999988079,6.32017929154752E-06,6.32616774964845E-07,0.000007521
1.6,-2.0000042915,-0.4999987781,6.44331640155588E-06,6.32616547591169E-07,0.000007521
1.632999936,-2.0000042915,-0.4999987781,6.56283188535529E-06,6.32616320217494E-07,0.000007521
1.666,-2.0000042915,-0.4999987483,6.68234736915766E-06,6.32616092843819E-07,0.000007521
1.7,-2.0000042915,-0.4999987185,6.80548402441639E-06,6.32615922313562E-07,0.000007521
1.732999936,-2.0000042915,-0.4999987185,0.000006925,6.32615751783305E-07,0.000007521
1.766,-2.0000042915,-0.4999986887,7.04451499202124E-06,6.32615581253049E-07,0.000007521
1.8,-2.0000042915,-0.4999986589,7.16765210202967E-06,6.32615467566211E-07,0.000007521
1.832999936,-2.0000042915,-0.4999986589,7.28716713107916E-06,6.32615297035954E-07,0.000007521
1.866,-2.0000042915,-0.4999986291,7.40668261488158E-06,6.32615183349117E-07,0.000007521
1.904,-2.0000042915,-0.4999986291,7.52981972488997E-06,6.32615069662279E-07,0.000007521
1.932999936,-2.0000042915,-0.4999985993,7.64933475394274E-06,6.32614955975441E-07,0.000007521
1.965999872,-2.0000042915,-0.4999985695,7.76885023774515E-06,6.32614842288604E-07,0.000007521
2,-2.0000042915,-0.4999985695,0.000007892,6.32614728601766E-07,0.000007521
2.032999936,-2.0000042915,-0.4999985397,8.01150283155957E-06,6.32614614914928E-07,0.000007521
2.066000128,-2.0000042915,-0.4999985099,0.000008131,6.3261450122809E-07,0.000007521
2.1,-2.0000042915,-0.4999985099,8.25415633486969E-06,6.32614444384672E-07,0.000007521
2.132,-2.0000042915,-0.4999984801,8.3736699996735E-06,6.32614330697834E-07,0.000007521
2.164999936,-2.0000042915,-0.4999984503,8.49318548347589E-06,6.32614273854415E-07,0.000007521
2.2,-2.0000040531,-0.4999984503,8.6163235029874E-06,6.32614160167577E-07,0.000007521
2.232999936,-2.0000040531,-0.4999984205,8.73583807729049E-06,6.32614103324158E-07,0.000007521
2.264999936,-2.0000040531,-0.4999983907,8.85535447059214E-06,6.3261404648074E-07,0.000007521
2.3,-2.0000040531,-0.4999983907,8.97849158060446E-06,6.32613989637321E-07,0.000007521
2.332999936,-2.0000040531,-0.4999983609,0.000009098,6.32613932793902E-07,0.000007521
2.364999936,-2.0000040531,-0.4999983609,9.21752163871396E-06,6.32613875950483E-07,0.000007521
2.4,-2.0000040531,-0.4999983311,9.34065965822147E-06,6.32613819107064E-07,0.000007521
2.432999936,-2.0000040531,-0.4999983013,9.4601742325287E-06,6.32613762263645E-07,0.000007521
2.466000128,-2.0000040531,-0.4999983013,9.57968971633094E-06,6.32613705420226E-07,0.000007521
2.5,-2.0000040531,-0.4999982715,9.70282773584274E-06,6.32613705420226E-07,0.000007521
2.532999936,-2.0000040531,-0.4999982417,9.82234140064631E-06,6.32613648576807E-07,0.000007521
2.565999872,-2.0000040531,-0.4999982417,9.94185779395224E-06,6.32613591733389E-07,0.000007521
2.6,-2.0000040531,-0.4999982119,0.000010065,6.3261353488997E-07,0.000007521
2.632999936,-2.0000040531,-0.4999981821,1.01845103877669E-05,6.3261353488997E-07,0.000007521
2.666000128,-2.0000040531,-0.4999981821,0.000010304,6.32613478046551E-07,0.000007521
2.7,-2.0000040531,-0.4999981523,1.04271638910855E-05,6.32613478046551E-07,0.000007521
2.732999936,-2.0000040531,-0.4999981225,1.05466775558888E-05,6.32613421203132E-07,0.000007521
2.765999872,-2.0000040531,-0.4999981225,1.06661939491948E-05,6.32613364359713E-07,0.000007521
2.8,-2.0000040531,-0.4999980927,1.07893310592074E-05,6.32613364359713E-07,0.000007521
2.832999936,-2.0000040531,-0.4999980628,1.09088456335149E-05,6.32613307516294E-07,0.000007521
2.866000128,-2.0000040531,-0.4999980628,1.10283620268209E-05,6.32613307516294E-07,0.000007521
2.9,-2.0000040531,-0.499998033,1.11514991368336E-05,6.32613250672875E-07,0.000007521
2.932999936,-2.0000040531,-0.499998033,0.000011271,6.32613250672875E-07,0.000007521
2.965999872,-2.0000040531,-0.4999980032,1.13905291949478E-05,6.32613250672875E-07,0.000007521
3,-2.0000040531,-0.4999979734,1.15136672144597E-05,6.32613193829457E-07,0.000007521
3.032999936,-2.0000040531,-0.4999979734,1.16331817887672E-05,6.32613193829457E-07,0.000007521
3.066000128,-2.0000040531,-0.4999979436,1.17526981820733E-05,6.32613193829457E-07,0.000007521
3.1,-2.0000040531,-0.4999979138,1.18758352920858E-05,6.32613136986038E-07,0.000007521
3.132999936,-2.0000040531,-0.4999979138,1.19953498663933E-05,6.32613136986038E-07,0.000007521
3.165999872,-2.0000040531,-0.499997884,1.21148653502055E-05,6.32613080142619E-07,0.000007521
3.2,-2.0000040531,-0.4999978542,0.000012238,6.32613080142619E-07,0.000007521
3.232999936,-2.0000040531,-0.4999978542,1.23575179440248E-05,6.32613080142619E-07,0.000007521
3.266000128,-2.0000040531,-0.4999978244,0.000012477,6.32613080142619E-07,0.000007521
3.3,-2.0000040531,-0.4999977946,1.2600171447349E-05,6.326130232992E-07,0.000007521
3.332999936,-2.0000038147,-0.4999977946,1.27196860216448E-05,6.326130232992E-07,0.000007521
3.365999872,-2.0000038147,-0.4999977648,1.28392015054513E-05,6.326130232992E-07,0.000007521
3.4,-2.0000038147,-0.4999977648,1.29623395249688E-05,6.32612966455781E-07,0.000007521
3.432999936,-2.0000038147,-0.499997735,1.3081854099276E-05,6.32612966455781E-07,0.000007521
3.466000128,-2.0000038147,-0.4999977052,1.32013704925878E-05,6.32612966455781E-07,0.000007521
3.5,-2.0000038147,-0.4999977052,1.33245076026E-05,6.32612966455781E-07,0.000007521
