Time,LM_1_Range,LM_1_Bearing,LM_2_Range,LM_2_Bearing,LM_3_Range,LM_3_Bearing,LM_4_Range,LM_4_Bearing
34.232998656,2.7354641283,-0.3281436344,3.0129324289,-5.6876639901,1.6801477136,-4.5059126425,0.785552618,-2.2286530276
34.266000128,2.5326769568,-0.4837183198,2.8491739929,-5.7173344383,2.052448026,-4.4333901488,1.0052299175,-2.2679573138
34.300001024,2.5514773544,-0.3805754988,3.2646421919,-5.688416835,2.0847097955,-4.4278289918,0.8568608094,-2.2867689304
34.3329984,2.4284390823,-0.3666690434,2.7376967309,-5.6017116354,2.202551263,-4.4854304475,0.6552835309,-2.2400585785
34.365999872,2.4614959147,-0.4136553044,2.8099038057,-5.5566875519,1.581244917,-4.4886475444,0.698639001,-2.2780756789
34.400000768,2.4541618565,-0.3386446231,2.9190287296,-5.6181080847,1.9605600119,-4.4369876761,0.7176336966,-2.3325811127
34.432998144,2.5001340631,-0.268475996,2.4624676235,-5.8607811766,1.5830691761,-4.5303107141,1.1775476165,-2.2736837299
34.465999616,2.5338575501,-0.5173570119,2.9872897566,-5.7223581649,2.2816294533,-4.4926302682,1.1732186428,-2.2091823325
34.500000512,2.6797458769,-0.4456715955,3.0320026311,-5.4843001316,1.6984091196,-4.2017449857,1.131336096,-2.1745106451
34.533001984,2.5841795261,-0.3437938683,2.9318498052,-5.7748965471,1.4612799161,-4.133088253,1.3622330276,-2.3484284277
34.56599936,2.5357928653,-0.3493072243,2.7119190308,-5.7119236369,1.8973415602,-4.3404012709,0.7023541236,-2.2213428715
34.600000256,2.5496293805,-0.2352138232,3.2339152554,-5.6874816792,1.7392091513,-4.2486993794,0.959573961,-2.1717907053
34.633001728,2.2959959655,-0.3183560405,2.9076695159,-5.5946773887,1.8196636182,-4.3553044485,1.1427879799,-2.5135255997
34.665999104,2.493736043,-0.2025199931,3.2604033968,-5.5355494538,2.1896371789,-4.3667198815,1.1427586866,-2.2284496946
34.7,2.5493728462,-0.2226550808,2.7078184383,-5.603712462,1.7857421923,-4.4014951444,1.1617091357,-2.4123609807
34.734000896,2.7310902217,-0.3201438537,2.6482886156,-5.5815538219,1.8876544915,-4.3597267419,1.5856503775,-2.177336734
34.765998848,2.3976641706,-0.025980161,2.9244157347,-5.6294092303,1.7528353079,-4.416360329,0.7324752794,-2.2895434719
34.801998592,2.5269838891,-0.2368138983,2.9229466329,-5.6231503471,1.585958849,-4.1978814489,0.7786497157,-2.3492203261
34.833001216,2.5356062576,-0.271763875,2.7528843995,-5.6895516953,1.8027081613,-4.3913278109,0.983174573,-2.1824826912
34.865998592,2.1478882679,-0.3294983287,2.8979636076,-5.5269146345,2.22677461,-4.418604382,0.942501901,-2.2555546305
34.89800064,2.5173338946,-0.2290509955,2.8704342589,-5.4689779822,2.1356789046,-4.306550399,1.0864409089,-2.2721674835
34.93300096,2.4985740952,-0.2735676827,2.4530043728,-5.8592364066,2.0710097815,-4.244823407,1.3969064597,-2.2081136508
34.965998336,2.6740792464,-0.3065414545,2.6025251157,-5.5502246383,1.9478542299,-4.3074809857,1.2566213442,-2.2539726876
34.999999232,2.6546388044,-0.3760315223,2.8302530047,-5.6046908597,1.8984242468,-4.1511189969,1.0090993049,-2.162983369
35.033000704,2.1878640412,-0.2181705155,2.5072734158,-5.395913124,1.7744532788,-4.2027057141,1.381883278,-2.0888132932
35.06599808,2.4395094523,-0.2106885048,3.2151086042,-5.5552660316,1.9913597789,-4.2632624217,0.7876452319,-2.265480024
35.099998976,2.5592040813,-0.1682260765,2.8079130511,-5.4217703094,1.7262304238,-4.3695553909,1.1761041805,-2.2023259672
35.133000448,2.3049143269,-0.0295058018,2.4444231789,-5.4165040594,1.8480977751,-4.2837493418,1.293950246,-2.3242262813
35.16600192,2.1481530615,-0.3704054864,3.0738493196,-5.4731054324,2.183759778,-4.2752744406,1.1420596013,-2.3423671511
35.19999872,2.3005921414,-0.320856154,2.8302032541,-5.4942636073,2.1395879439,-4.1526433807,0.9056373104,-2.2280647969
35.233000192,2.2866921493,-0.0842506991,2.6724827252,-5.4556227367,2.0797575934,-4.2399174915,1.0686684255,-2.1813958955
35.266001664,2.3590001044,-0.2127001478,2.9658454451,-5.3626083993,2.087149193,-4.2890763096,1.083610778,-2.2426906031
35.299998464,2.3825949789,-0.2259859019,2.9364892958,-5.5008335729,1.8875955311,-4.1762074632,0.9797913493,-2.3428086096
35.332999936,1.9219033602,-0.0314099379,3.0840342466,-5.5573772626,1.7288592043,-4.0711782634,0.7456943778,-2.3808247116
35.366001408,2.1264674271,-0.2092443227,2.5639046073,-5.4122140477,2.2080931907,-3.9518989012,0.943250254,-2.3296440336
35.399998208,2.1603966729,-0.1714731661,3.0733360205,-5.5244762328,2.0391093799,-4.2577740745,1.0194855522,-2.2234093937
35.43299968,2.4285624552,-0.2236216037,2.8482853647,-5.460518365,1.9058256557,-4.1799190319,0.8816232629,-2.247387683
35.466001152,2.1302305924,-0.3167395128,2.4745443202,-5.3522334761,1.8035862066,-4.0429343762,0.9197633158,-2.0883561515
35.499997952,2.2082952903,-0.1857874051,2.6160718517,-5.5896908606,2.2529702774,-4.0587033314,1.3541343372,-2.3150806191
35.533998848,2.3701312346,-0.3093491338,2.9453267554,-5.5127268009,1.9351370588,-3.9050273214,0.996113186,-2.430262251
35.566000896,2.2226691204,-0.0418587269,2.9708800904,-5.4504748079,2.0397773994,-4.2312816043,1.5210973156,-2.4157838085
35.600001792,1.983252339,-0.1997059204,2.7208566714,-5.4780936502,1.9178436048,-4.0985603925,0.898598028,-2.3503565599
35.632999168,2.1904745573,-0.2423265234,2.6055790181,-5.5099342665,1.8464112878,-3.9981271178,0.7854232882,-2.2781685588
35.66600064,2.2001557493,-0.2244692776,2.7430065516,-5.3670749178,1.9183689647,-4.2291958047,1.0433517274,-2.3702630476
35.698998016,2.3103848614,-0.3511902097,2.868095422,-5.4277449691,1.8279857591,-4.0259342234,1.0227566188,-2.20077088
35.732998912,1.9759867289,-0.1869793042,2.2825368981,-5.3344647942,1.883112906,-3.9761377757,1.0331639225,-2.2543044562
35.766000384,2.1136050097,-0.3059966762,2.7719495336,-5.4245406353,1.9357261468,-4.2231920664,1.3764475787,-2.4266865894
35.80000128,1.8710321781,-0.1841995651,2.570862592,-5.5208492545,2.0074199168,-3.9726136805,1.1713992725,-2.3733636112
35.831999232,2.2569106782,-0.3275645716,3.0571259775,-5.4548923539,2.0843561175,-4.151143976,1.3562667147,-2.363842384
35.866000128,2.240190573,-0.1825025184,2.6301892765,-5.3036750101,2.0848239468,-4.0994691157,1.4374992324,-2.3596347651
35.900001024,2.1783627307,-0.1779156897,3.0263705367,-5.6109299759,2.4724165903,-4.1622845395,1.2607825558,-2.4737713218
35.9329984,2.4907364871,-0.0847502244,2.5079152069,-5.4418372454,2.2411651491,-4.0141134231,1.3018918718,-2.3743571363
35.965999872,1.7731976171,-0.313064728,2.5422993522,-5.6562580253,2.2606741093,-4.0580505311,1.4624665219,-2.3974576249
36.000000768,1.8374243329,-0.162060576,2.9879073683,-5.4077587316,2.2103482133,-4.0488638973,1.4115068638,-2.4154484927
36.03199872,2.0363986065,-0.1848151208,3.2116295872,-5.453634167,1.6578037134,-4.1056023867,1.206505075,-2.3507542181
36.065999616,2.0531260207,-0.200121681,2.5484538501,-5.2813395381,2.2384591573,-4.0316796227,1.3846482961,-2.182880472
36.100000512,2.2768871737,-0.1848823564,2.5215319849,-5.4615352063,1.9727046345,-4.0208136716,1.2907291839,-2.3361326213
36.133001984,2.1368725893,-0.0990869338,2.6271133102,-5.4339177215,2.2729071382,-3.9561156684,1.3721055802,-2.395790472
36.16599936,2.1597005718,-0.148854971,3.0070169855,-5.4142025891,1.9276065622,-4.268060553,1.4314118672,-2.3523860766
36.201999104,1.768891034,-0.2447230228,2.9806105939,-5.4418151304,2.2223166156,-4.0188682268,1.2133652997,-2.4907359373
36.233001728,2.066582391,-0.1312104407,2.5982344566,-5.4131325197,2.1344779298,-4.1619856159,1.4473490839,-2.3238275797
36.267997952,2.0238241048,-0.3355630726,2.8415628167,-5.4638403263,2.1507571206,-4.1526714635,1.4154935885,-2.455506371
36.298001152,1.7809588708,-0.1303559659,2.7199337849,-5.3845848981,2.307190522,-4.1709894052,1.1715886869,-2.3532576276
36.332002048,2.1174325818,-0.1987663723,2.4323297112,-5.4580630048,2.2911934352,-4.0559208771,0.9109800828,-2.2502571395
36.365998848,2.5218710288,-0.2439420758,2.6144837377,-5.3132123433,2.100316243,-4.0863519422,1.1227876231,-2.3663814219
36.399999744,2.3416208838,-0.2372386911,2.7501461637,-5.4732813378,1.7127892401,-4.0143897696,1.7313938259,-2.3586052277
36.433001216,1.9669800543,-0.2637179399,3.0255711122,-5.608638836,2.1205752589,-4.2180646646,1.1259389848,-2.4544743947
36.465998592,2.0133078417,-0.0769669047,2.6587230739,-5.4991660108,2.2751790004,-3.979413921,0.9332761167,-2.5636441048
36.499000064,1.8721870031,0.007242289,2.7366770455,-5.3748861407,2.0120765504,-4.1021578931,1.3042071005,-2.3439666153
36.53300096,1.7154471268,-0.1282921294,2.2248479288,-5.5357091958,2.208227333,-4.0913885668,1.1121249947,-2.4213548522
36.565998336,2.0670964852,-0.3072789747,2.6073678996,-5.3027318706,2.0655826971,-4.1259497779,1.0322707958,-2.5859308984
36.599999232,2.0936459568,-0.2855120161,2.6011476203,-5.5918159232,2.0857711842,-3.9436799573,1.104630814,-2.4389393835
36.633000704,2.1453402249,-0.2120442229,2.7229796822,-5.4897591567,2.0746609415,-4.1141125253,1.1855606965,-2.5592526088
36.66599808,2.1869949673,-0.1551291255,2.457298616,-5.3500073394,2.3412049472,-4.1763325201,1.5152971725,-2.1966505815
36.699998976,1.7410724013,-0.4376767496,2.7924993108,-5.5123277443,2.1648065602,-4.1607103989,1.1390823086,-2.6336735321
36.733000448,2.237848781,-0.3957990005,2.7260671216,-5.2206447137,1.9777106939,-4.0349350658,1.2634159817,-2.5120664436
36.76600192,1.7215908334,-0.2305788589,2.7495443336,-5.4382901258,2.084819248,-4.1769487468,1.2422367355,-2.4950006821
36.79999872,2.2478529018,-0.2238887167,2.7032813104,-5.5565250729,2.2799413569,-4.0428176631,0.958078333,-2.5167976134
36.833000192,2.5240668004,-0.2681189455,2.3172715991,-5.5131558717,2.2799465897,-4.1356299753,1.5004497618,-2.629550539
36.862999296,1.7632085622,-0.1984503742,2.2027367584,-5.3210108743,2.3465636506,-4.0105775243,1.5817044685,-2.4703362551
36.899998464,1.867320455,-0.3416515038,2.699653524,-5.2510964068,2.1274772806,-3.9437505665,1.1873228852,-2.4101814935
36.932999936,2.0262777456,-0.2607961158,2.2713844782,-5.2851676882,2.3375624379,-3.9729688212,1.1865619138,-2.4126760415
36.966001408,2.4670628959,-0.1205734891,2.7520861945,-5.43903107,2.138272706,-3.9605745949,1.2181386759,-2.7223910272
36.999998208,1.9304195397,-0.1888136533,2.6378918877,-5.2802229836,2.3801768901,-4.042663449,1.5445942671,-2.8011929983
37.03299968,1.5912420891,-0.1509141028,1.9485559737,-5.4397802198,2.3951050244,-4.0623340422,1.3875215188,-2.6402895396
37.065001728,1.7371392394,-0.2963504539,2.5786094288,-5.400916979,2.1876652863,-4.0633396448,1.4932075688,-2.5168477225
37.100002048,2.0306004046,-0.4682003972,2.3145683716,-5.4921024974,2.2281295289,-3.940243612,1.391841237,-2.651239704
37.132999424,1.7655480257,-0.3502012897,2.3175887573,-5.4379296312,1.8085836028,-4.0976200641,1.531395837,-2.6301850871
37.166000896,1.7018029489,-0.3472606501,2.5717443982,-5.3592315071,2.2928388109,-3.8583835646,1.1442278243,-2.6055116523
37.200001792,2.0138921985,-0.2935416768,2.5600043135,-5.3468444199,2.5056235916,-4.2195536079,1.7030395196,-2.5102219486
37.232999168,1.4991244755,-0.3384520515,2.6562770161,-5.3538074728,2.2272126222,-3.9908580749,1.4884829283,-2.5770238273
37.26600064,1.8856511103,-0.3902874945,2.4648692908,-5.4760998727,2.2008310138,-3.9447478681,1.3410732877,-2.6741155896
37.300001536,1.6009391152,-0.3966544072,2.4153676031,-5.3670307136,2.3646548305,-4.0142088382,1.382233121,-2.5795795775
37.332998912,1.6777742852,-0.2607418731,2.6017187445,-5.5419096436,2.490871202,-3.8633637572,2.1537335075,-2.6225784945
37.366000384,1.793092913,-0.2624196353,2.4599743229,-5.3117169875,2.0903529012,-4.0994557405,1.7408321672,-2.7236499187
37.399001856,1.6699294213,-0.5164432448,2.7800228113,-5.4926657697,2.3267692396,-4.0497752658,1.6181901272,-2.606443553
37.432998656,1.9351066475,-0.3292361414,2.3275032692,-5.4723195814,2.5924435825,-4.1782031908,1.6085508854,-2.7396152359
37.465000704,1.7679575568,-0.3766894028,2.4795288357,-5.4954350941,2.3505066866,-4.0521234941,1.4265243503,-2.7018508412
37.500001024,1.4974190229,-0.2940001012,2.3641394312,-5.4305691038,2.2897078934,-3.97790164,1.7445094041,-2.4832474753
37.5329984,1.8340248508,-0.4743729872,2.3849651846,-5.3022736882,2.0325435722,-4.0221049252,1.5786152319,-2.5374090475
37.566999296,1.3835398912,-0.5002246674,2.1883055483,-5.4070061169,2.8535137162,-4.0998950095,1.45327502,-2.7561610525
37.600000768,1.6213411254,-0.2973470359,2.2620179192,-5.3950739551,2.0586440271,-3.943816988,1.6902793449,-2.5888857003
37.632998144,1.4301889853,-0.4452004387,2.8109756505,-5.4321363506,2.6647052854,-3.9984563436,1.7487374355,-2.6448381138
37.66200192,1.8117698629,-0.3842402225,2.5695076971,-5.402004988,2.060728906,-4.1190465534,1.5807747787,-2.5764498765
37.700000512,1.7633054831,-0.465375551,2.6058148602,-5.5093583808,2.4467104252,-3.9013974566,1.4029963298,-2.6458115409
37.731998464,1.7971522149,-0.4492807984,2.4825957164,-5.3375094698,2.4183591316,-4.1127367413,1.966237759,-2.6017606149
37.76599936,1.6622572038,-0.576575184,2.5437974827,-5.5323766946,2.2974904166,-3.8964706708,1.6018660985,-2.5770593997
37.800000256,1.7582799536,-0.2073077976,2.2101120234,-5.3343437601,2.5195570875,-3.9171856047,1.4663572758,-2.7705545407
37.833001728,1.6854297298,-0.4061861818,2.4442701826,-5.3955440227,2.0315821278,-4.1555312156,1.6229176456,-2.6890912963
37.865999104,1.5370502876,-0.5412618371,2.309664363,-5.1585014781,2.4973928091,-3.8830455714,1.7866439645,-2.6443331097
37.9,1.9091843304,-0.3246868006,2.6122650874,-5.2829433227,2.3516635524,-3.9732435431,1.8965526638,-2.6944001611
37.933001472,1.7588494368,-0.2564258141,2.4645402366,-5.3870505429,2.5343315844,-4.1109750974,1.636201258,-2.7939534679
37.965998848,1.715253027,-0.4586655942,2.1276904492,-5.3806386482,2.4156130836,-4.1393775938,1.9565537917,-2.6965332159
37.999999744,1.5807657217,-0.4987859462,2.1550185483,-5.364603457,2.7303642671,-3.8645679975,1.970773674,-2.6700826696
38.033001216,2.1913413093,-0.3808349067,2.3654967013,-5.3671210588,2.3718425548,-3.968250465,1.8068422218,-2.6110358307
38.065998592,1.5005364182,-0.4743624963,2.4137703053,-5.2683982996,2.091744263,-4.189982481,1.4736614969,-2.7335472148
38.099999488,1.6921639232,-0.3892103143,2.1285985041,-5.2466650505,2.2274595903,-3.9553654433,1.9355820908,-2.6537474544
38.13300096,1.7836104604,-0.4752750571,2.3002948782,-5.3454104288,2.4663066518,-4.0216281713,1.5624564997,-2.7112830383
38.165998336,1.20119124,-0.4154510582,2.2098724896,-5.3720623582,2.3339146018,-3.8155308849,1.7270725931,-2.7176811488
38.200998656,1.6127658219,-0.3264758679,2.1707048954,-5.4348939223,2.3840498492,-4.1186723825,2.027530704,-2.6702266807
38.233000704,1.4328034698,-0.2494793347,2.2737051977,-5.3904638846,2.317508843,-4.0427834718,1.577477465,-2.746574249
38.26599808,1.7376846242,-0.2763648823,2.4624274166,-5.4402781702,2.3750599228,-4.1727154004,1.5682349926,-2.6598234697
38.299998976,1.5624605098,-0.4674570937,2.2145980629,-5.4429352836,2.544232154,-3.9390469272,1.8789163265,-2.6875401861
38.333999872,1.4005424539,-0.3699157104,2.5115578654,-5.3774383986,2.1547852857,-4.0782189944,1.4565514773,-2.7307510708
38.367001344,1.721699978,-0.423810247,2.0656926852,-5.2872429654,2.7392239061,-3.9217310327,1.9316279604,-2.778129262
38.39999872,1.4076392149,-0.2151704401,2.087892208,-5.0950829109,2.3483706077,-3.9260535903,1.5728694162,-2.5382619318
38.432000768,1.3745043912,-0.47174342,2.3842762733,-5.257888979,2.2089427139,-3.9884224331,1.9613860645,-2.8581536746
38.466001664,1.2568736342,-0.5017923401,2.5052320735,-5.2952562062,2.5344891816,-3.815995474,1.4624271445,-2.8832271131
38.499998464,1.8083248106,-0.3376196532,2.2497570379,-5.186484253,2.9383828408,-3.9136226189,1.6597022541,-2.623493628
38.532999936,1.5655777617,-0.6029104257,2.2599517506,-5.2361300665,2.2389096905,-3.9045351968,2.0689271872,-2.6916375821
38.566001408,1.3584576519,-0.6532467868,2.1438075197,-5.217492634,2.6568931811,-4.0388988083,1.911880548,-2.6996832958
38.599998208,1.9319011836,-0.3957891119,2.3893406861,-5.430889882,2.4291785773,-3.999604205,2.022764542,-2.5425066782
38.632000256,1.579525091,-0.4204924814,1.9675151941,-5.4415199351,2.3173318558,-4.0066424922,1.8690636814,-2.7621664545
38.667000576,1.1963114926,-0.3513124738,2.2616879275,-5.4362171474,2.0400723824,-3.8012138294,2.1381364002,-2.6951464557
38.699997952,1.5366463195,-0.3918872432,1.8348394841,-5.3281178812,2.2849668749,-4.0855001804,1.8531213402,-2.6586062943
38.732999424,1.4588952249,-0.434038491,2.3859173371,-5.1916112567,2.6168277698,-3.8726310564,1.7116166956,-2.8663812878
38.766000896,1.6769239399,-0.381643523,2.4197820916,-5.3368650423,2.3053202577,-4.0319052461,2.2114033881,-2.7787837237
38.800001792,1.2300007336,-0.5533509024,2.3592174804,-5.3234640895,2.1309977626,-3.8392257248,1.7463724541,-2.7742829709
38.833998592,1.3977262088,-0.436181266,2.1908651914,-5.1534507255,2.3282776316,-3.7808620867,1.899512198,-2.7237077967
38.86600064,1.1021235091,-0.5551138216,2.3896403363,-5.2898885528,2.0401741477,-4.0210623866,1.7030573482,-2.6173389388
38.900001536,1.1540096941,-0.4412823999,1.9872942649,-5.3269206553,2.6183814174,-3.8722432737,1.806274839,-2.7600019297
38.932998912,1.4187039924,-0.4596907247,2.1318536053,-5.3577645901,2.684920165,-3.9256601831,1.8871779301,-2.8776636899
38.966000384,1.5553523346,-0.5815188733,2.095859543,-5.2647564181,2.7114684753,-3.9247518501,1.6122214278,-2.8202714311
39.00000128,1.5613730443,-0.4728968015,2.1934718966,-5.2556121887,2.4379875223,-3.9491284004,1.8479110861,-2.7985235142
39.032998656,1.3340128742,-0.4845686831,2.1214969865,-5.3494497583,2.373282492,-3.9489628327,1.7425691202,-2.607542957
39.066000128,1.3572195265,-0.4378336811,2.3503375138,-5.2138749442,2.4007431356,-3.7265216257,2.2010352481,-2.7306643405
39.100001024,1.270165195,-0.7785924384,2.3875215282,-5.1659342147,2.5975043039,-4.096078629,1.9559890892,-2.6128498083
39.1329984,1.4565005474,-0.5287867096,2.3605339486,-5.3205521778,2.3424162346,-4.0008660487,1.6546840978,-2.8006970138
39.165999872,1.327823821,-0.4364639108,2.2925501182,-5.4037788323,2.4835096026,-3.8595311069,2.1951406746,-2.6338602158
39.200000768,1.4838324716,-0.4763047518,2.3831390487,-5.2336365243,2.9456209097,-3.7446806249,1.7679317207,-2.8372072732
39.232998144,1.237611055,-0.4366106785,2.3387356627,-5.322995829,3.0046515533,-3.8055895819,2.0083899566,-2.4871672998
39.265999616,1.25843491,-0.4876952107,2.1856171182,-5.4384248663,2.8948817538,-3.8481235759,1.7847980736,-2.814277718
39.300000512,1.4052677606,-0.5710277169,2.3203828497,-5.2839668169,2.2943330068,-3.7341966102,2.2198829053,-2.7435754475
39.331998464,1.1578598978,-0.4046138074,2.1740839591,-5.2725336031,2.4732439633,-3.9136546455,1.8378208446,-2.676799703
39.36599936,1.424654108,-0.6444123369,1.9565460941,-5.4460651871,2.3363979907,-4.0559830105,2.1417425506,-2.7481735257
39.399000832,0.9020123245,-0.4913571642,2.4790462327,-5.400440452,2.6583172498,-3.9603591732,2.1694888674,-2.6979768216
39.433001728,1.3746629351,-0.4838174579,1.8494601653,-5.0458265976,2.5706946222,-3.9674457575,2.1290565395,-2.8965079719
39.465999104,1.2880252403,-0.5219845523,2.203312204,-5.3356934135,2.6798041393,-3.8631526505,1.9319704021,-2.7794746448
39.5,1.4754668479,-0.5034497997,1.7989392479,-5.3451540249,2.7932612307,-3.9224064801,1.8193446951,-2.8114776895
39.533001472,1.2480651208,-0.7068072959,2.2690791836,-5.3544958852,2.7569148875,-3.9002388007,2.1190638484,-2.7606614373
39.564999424,1.2291104454,-0.6859698239,2.3445710511,-5.1782368716,2.6876654634,-3.8365316925,2.0443394765,-2.7692058605
39.600999168,1.4049822393,-0.5003801008,2.1433848331,-5.3248573604,2.7389131123,-4.0012838357,2.1686806595,-2.7663950539
39.633001216,1.3573602027,-0.5495724418,2.7881262127,-5.1472088307,2.7473565353,-3.8707411848,1.6634558055,-2.8370102381
39.665998592,1.4026694949,-0.706777936,2.1471272308,-5.1586014091,2.941946527,-3.8656892253,2.2536577225,-2.8277179848
39.699999488,1.0040053524,-0.4468935044,2.01867384,-5.1252009196,2.931462828,-3.9080216774,2.0288303854,-2.7950868601
39.73300096,1.3501277587,-0.4894893445,2.3366079949,-5.381577276,2.3326272886,-3.8835016106,2.0647146307,-2.829797378
39.765998336,1.1653580455,-0.3909910095,1.8805075993,-5.1360667745,2.3816392383,-3.8657682077,2.0211443314,-2.8099580713
39.798999808,1.5076748114,-0.7454780324,2.0291176049,-5.5383005042,2.6306351175,-4.0703644374,2.2728782656,-2.9233823354
39.833000704,1.4916944323,-0.473266676,2.1324860523,-5.2886077513,2.8401113598,-3.911765791,2.07541691,-2.6154679325
39.86599808,0.9025775957,-0.5618323942,2.043782708,-5.3624674151,2.7426531733,-3.8101329962,2.2030967692,-2.8781879592
39.899998976,0.7686663257,-0.6942164661,2.2637549796,-5.0844519206,2.9088250261,-3.8002990616,1.9069938917,-2.7349067844
39.933000448,1.5316573494,-0.4176243742,2.0494592403,-5.2944151388,2.9479193637,-3.9026343158,2.1787371905,-2.9309829897
39.96600192,1.2505150383,-0.6706822592,2.0412521599,-5.1765827595,2.9014691803,-3.8388282523,1.9529159221,-2.6623573517
39.99999872,1.0468022547,-0.3032185844,2.1631272174,-5.257008258,2.632324613,-3.9567758951,2.2816719553,-2.9658005182
40.033000192,1.3521691155,-0.6574237252,1.9670853562,-5.0770332638,2.6844648068,-3.9822516012,1.7430659389,-2.9869890378
40.064998144,1.5465531327,-0.7833275418,2.1086870756,-5.185760978,2.8108686784,-3.8836936957,1.8701972376,-2.8963360468
40.099998464,1.0569114773,-0.6454438639,1.955253376,-5.1210970543,2.6372403591,-3.9441337456,2.1352768667,-2.9164028846
40.132999936,1.0053400446,-0.5910766917,2.1947438622,-5.0596675329,2.812129241,-3.8951564057,2.2829772985,-2.7056228141
40.165001984,1.075192296,-0.6399585657,2.2143345918,-5.1003708986,2.7688640118,-3.7608945191,2.4017441239,-2.9612089467
40.199998208,1.3319192415,-0.7572196388,2.1687591872,-5.3180650372,2.8172885322,-3.8322888843,2.1326401581,-2.8054987583
40.23299968,1.4342804921,-0.4008474319,2.1244565886,-5.1657533814,3.0435259869,-3.7127951998,2.1898757139,-2.8600625181
40.266001152,0.9836136959,-0.456796305,2.2934451725,-5.1127042023,2.7905051352,-3.6846284991,2.1796274059,-2.7686173155
40.300002048,1.2651569459,-0.3185265239,1.8265979042,-5.0313519173,2.7808318799,-3.8615177947,2.0487286669,-2.7715302427
40.332999424,0.8994130886,-0.4528512528,2.1285465692,-5.1442812423,2.5275534768,-3.6974878143,2.2792766786,-2.8062697409
40.366000896,1.1726262509,-0.7522529034,2.1568414952,-5.0995337816,2.1705854812,-3.8264145322,2.1431102944,-2.8352380172
40.400001792,1.2905714114,-0.5191639078,2.0087475532,-5.0044840502,3.0271751014,-3.8477577486,2.1435922175,-2.8274605329
40.432999168,1.2054429664,-0.7348195181,1.8863402379,-5.1209937332,3.1501769114,-3.8430652783,2.3906932761,-2.808213789
40.46600064,1.2471934779,-0.7139585424,2.002226998,-4.837699845,2.9479062342,-3.8196971426,2.4387967833,-3.0196442468
40.500001536,0.7973455972,-0.5585682946,2.1142516678,-5.0137914519,2.8803518756,-3.9819400772,2.0652802058,-2.8021662986
40.532998912,1.1624423379,-0.7698853837,2.0366699287,-5.1128378758,2.7713616344,-3.8311798698,2.3414691,-2.8333536389
40.566000384,1.122327261,-0.7143913288,1.8504244551,-5.2621088554,2.8783821056,-3.8632769955,1.9174510682,-2.7827481102
40.60000128,1.3287947245,-0.6718314183,1.8691407586,-5.0805188896,2.7859795016,-3.8436845056,2.3932654911,-2.7707505935
40.632998656,1.273934428,-0.5957314906,1.9804447602,-5.1341717029,2.9773255499,-3.7403770024,2.2109743662,-2.8376141245
40.666000128,1.1025300563,-0.5534789306,2.2132997011,-5.172785519,3.0730670206,-3.7378065586,2.3513638823,-2.9514809218
40.700001024,1.0726436971,-0.5921178407,1.9331719663,-5.0797464389,2.5239641897,-3.8209609173,2.0836597388,-2.8242792314
40.7329984,0.9721630562,-0.5584737646,2.3755566486,-5.1522349029,3.330021,-3.7605886219,2.1697428543,-2.7062005049
40.765999872,1.1816572228,-0.4799458555,1.8316434428,-4.813782474,2.9660440157,-3.6550949072,2.3776295386,-2.9875572377
40.800000768,1.0530587557,-0.6641641976,2.1256720102,-5.0400893866,2.6445492329,-3.8352280987,2.3449771894,-2.9702956893
40.832998144,0.7941115184,-0.5159788628,2.0952209151,-5.2025215743,2.6555823955,-3.7595579514,2.3608487897,-2.7405552373
40.865999616,1.0731994842,-0.6994370016,1.8304300817,-4.9374326598,2.7846113158,-3.6602865258,2.4781080724,-2.7626519408
40.900000512,0.9388604214,-0.6494013531,2.0119182568,-5.1870815366,2.6603801852,-3.6456393533,2.3415502146,-2.9939472687
40.933001984,0.9243628788,-0.687576647,1.8289107085,-4.9554716632,2.9597655388,-3.7928625949,2.1817224761,-2.8874140799
40.96599936,1.0421919887,-0.6205994051,2.0956610943,-4.9882679723,2.9441336438,-3.8085770037,2.6088789277,-2.8164795931
41.000000256,1.3565772343,-0.69991297,2.162673909,-5.3052526392,2.6087424886,-3.6464962456,2.494485035,-2.6679721667
41.033001728,0.9252584548,-0.6385590616,1.9993371046,-5.3095474498,2.9535934647,-3.8156931512,2.7367477872,-2.9107532298
41.065999104,1.2383983974,-0.6406483693,1.9802413451,-4.9717357447,3.0122642355,-3.8730468359,2.4057650468,-2.8259237281
41.1,0.678443454,-0.6390874398,1.5501927854,-4.9994943467,2.6389321355,-3.8240683876,2.1615107687,-2.7827872264
41.133001472,1.0384548011,-0.6605489566,1.74612945,-5.1193492087,2.6944838581,-3.8049774291,2.1519631592,-3.0565316219
41.165998848,1.1832818052,-0.7414932612,2.2202221051,-5.2082667063,3.1338046411,-3.7243401437,2.4154855109,-2.7718961232
41.199999744,0.6606336577,-0.8195553775,2.09860018,-5.0089532841,2.896671627,-3.8079477537,2.3211734259,-2.9317234976
41.233001216,0.922766942,-0.738060335,1.9139252421,-5.076095345,3.2582150679,-3.872193708,2.3332111809,-3.0230943794
41.265998592,0.853943798,-0.8152940389,1.8452837393,-4.9082472739,3.2756412308,-3.6891096918,2.1242754112,-3.0045293278
41.299999488,0.9188960473,-0.9612156091,1.9816539266,-5.1162887606,2.7353303979,-3.753757482,2.315706441,-2.9022166209
