Time,Range,Bearing,Range,Bearing,Range,Bearing,Range,Bearing
9.19900032,1.1924757397,-2.3840014204,4.148372136,-0.2020505801,nan,nan,3.1615929808,1.8199025683
9.233000192,0.7083972168,-2.6391155197,4.0241095853,-0.2246799147,nan,nan,3.1823373079,1.8842801468
9.265999616,0.8161734524,-2.5121696624,3.8901197544,-0.1442245066,nan,nan,3.1107442301,1.8260207439
9.299000064,0.7156633262,-2.3976764864,4.3216431659,0.0414592835,nan,nan,3.1146727982,1.7673255466
9.331999488,1.1166748166,-2.5651697942,4.3169093583,-0.1634776275,nan,nan,3.0655796525,1.5743074514
9.364999936,0.962893833,-2.5446934509,3.8546866746,-0.0212252911,nan,nan,3.5238903757,1.7920933505
9.400000256,0.6400850278,-2.6770687574,3.9673962141,0.0096972469,nan,nan,2.999354097,1.9160142971
9.43299968,0.815473044,-2.5401670931,nan,nan,nan,nan,3.0823929148,1.8581346568
9.466000128,1.0131818592,-2.5233544724,3.9666174924,-0.0718808805,nan,nan,3.4135768007,1.9373732225
9.5,1.1292485199,-2.7604705854,4.2061004291,0.1442499092,nan,nan,2.9428484021,1.80630014
9.533000448,0.8679122875,-2.5591961443,nan,nan,nan,nan,2.929020088,1.7041968576
9.565999872,0.7710902497,-2.6794930433,3.8831192333,-0.1550764736,nan,nan,2.7751410475,1.9392067724
9.599999744,0.4543058573,-2.434947932,4.4015016873,0.0346497799,nan,nan,3.4443027375,2.0160764253
9.633000192,0.691002778,-2.6346620848,3.6597569875,-0.1855244368,nan,nan,3.3670251352,1.68745556
9.665999616,0.9080967896,-2.6193532276,3.8948802323,-0.0442682036,nan,nan,3.5792538402,1.7816438294
9.700000512,0.4812170781,-2.448664532,4.3496154043,-0.0427760476,nan,nan,3.0284488358,1.8767920461
9.732999936,1.2121269174,-2.566953397,3.9705175241,-0.040874292,nan,nan,2.9411712282,1.7531165095
9.766000384,1.1333758193,-2.6956626466,4.4842937469,-0.1819115288,nan,nan,2.8115279867,1.8080677473
9.80099968,1.512839023,-2.7035162573,4.2061709452,-0.2732195571,nan,nan,3.5113175422,1.7422057349
9.83299968,0.7800450979,-2.7914398134,4.3507263798,-0.1077745149,nan,nan,3.0428159863,1.811515856
9.866000128,0.8577403459,-2.4715084239,4.3738164139,-0.2075743283,nan,nan,3.4490546336,1.8112031926
9.9,1.1925361532,-2.5536394147,4.0680839749,-0.0673909238,nan,nan,2.8338117446,1.8470630353
9.932,0.7869204141,-2.5932686988,4.0040146379,-0.0769097761,nan,nan,2.776970577,1.718786823
9.965999872,1.0395862406,-2.6656654215,nan,nan,nan,nan,2.9966143136,1.8122068904
9.999999744,0.9361089039,-2.6465805236,3.9108158238,-0.1365496069,nan,nan,2.7412476869,1.7530065839
10.031999744,0.7688355861,-2.6249342252,4.1212537373,-0.3798831201,nan,nan,2.9295326799,1.8176823941
10.065999616,0.9496789671,-2.4866055754,4.1279982731,-0.229572246,nan,nan,2.6159887817,1.8423445358
10.099999488,0.7965314067,-2.551881426,3.669047263,-0.102156841,nan,nan,3.6130623811,1.8270237217
10.136000256,0.8359107124,-2.7954114008,4.3527212449,-0.111245833,nan,nan,2.9401085218,1.8752000783
10.166000384,1.5427647498,-2.7698369644,3.8317832737,-0.0828370422,nan,nan,3.2336237327,1.8450476651
10.200000256,1.122956928,-2.5230947351,3.9777949967,-0.2448871514,nan,nan,3.5769580309,1.8352505567
10.23299968,1.3915696665,-2.5109917901,4.0440935955,0.0761523503,nan,nan,3.046498132,1.7754366367
10.266000128,1.51966208,-2.6265347847,4.4271361455,-0.1794009523,nan,nan,3.7001910604,1.9177268257
10.3,0.924842038,-2.5440156523,4.4768986575,-0.0010166737,nan,nan,2.9107489504,1.9193669891
10.330999552,0.9605910822,-2.3757229634,4.2213301479,-0.1973740198,nan,nan,2.6183822324,1.9398784608
10.365999872,0.9392697672,-2.5284572666,3.9406614236,-0.1165509489,nan,nan,3.0180612448,1.8200917509
10.399999744,1.362578545,-2.6389140246,3.9941934685,-0.2638754996,nan,nan,3.2117440904,1.708943512
10.433000192,0.8037858633,-2.4796761698,4.1788447506,-0.1826133625,nan,nan,3.044963299,1.718175421
10.465999616,1.4130938468,-2.6308150435,4.0521670764,-0.1120940617,4.4706196312,0.6937279676,3.2341829204,1.7988080288
10.500000512,0.2900165117,-2.69750598,3.7556064192,-0.1172983321,nan,nan,2.7433211011,1.6580003574
10.532999936,1.0317063919,-2.7759193592,4.0980782978,0.10499439,nan,nan,3.2347423781,1.8701796952
10.566000384,0.6213907287,-2.565809905,3.7613032538,0.0005158645,nan,nan,2.9550692768,2.0605624774
10.600000256,0.743979151,-2.6988823592,nan,nan,nan,nan,2.9611204172,1.6824084437
10.63299968,1.1939790718,-2.7173776643,3.9751053826,-0.0334785947,nan,nan,2.9874234267,1.8853658328
10.666000128,1.4161700246,-2.6895034855,4.0782156652,-0.0930960651,nan,nan,3.2113021813,1.8902985246
10.7,1.0272883647,-2.4212820622,4.0986708438,0.0228346341,nan,nan,3.3373601772,1.7525220451
10.733000448,1.3705266266,-2.6678808489,4.0909140792,-0.3190647233,nan,nan,3.0027776515,1.8473567094
10.765999872,0.7616365663,-2.7149193616,nan,nan,nan,nan,3.1290070983,1.8005047386
10.801000192,0.6091861888,-2.648382188,4.1366855731,0.0542233986,nan,nan,3.1196246745,1.9196385436
10.833000192,1.3203538871,-2.6768063077,4.0876832484,-0.3184753405,nan,nan,3.3542055003,1.9213591379
10.865999616,0.7209909577,-2.7884707133,3.5778483101,-0.0961193378,nan,nan,3.2038217291,1.9017927696
10.899000064,0.9315144283,-2.7459339989,3.5707961872,-0.0477851253,nan,nan,3.0536201183,1.8382734912
10.931999488,0.8339066263,-2.7934764163,4.2460274612,-0.1502118131,nan,nan,3.2385921346,1.8960903705
10.966000384,1.1646426644,-2.5352199938,4.2769626739,-0.1157954945,nan,nan,2.6107479268,1.9393683051
11.000000256,1.4517402157,-2.5668244905,3.5666860675,0.0574542038,nan,nan,2.5644108119,1.7265917885
11.03299968,1.4003421066,-2.6772672575,3.9898392013,-0.214971184,nan,nan,3.0180674366,1.9487269007
11.06499968,1.2030669316,-2.7605998133,4.2781956941,-0.1710803633,nan,nan,3.4544107028,1.9118272118
11.1,0.7849973548,-2.625184875,3.9404570334,-0.0157663014,nan,nan,3.2192947691,1.8301956095
11.132,1.6080553979,-2.6736853509,3.76712053,-0.1360597854,nan,nan,3.1835070884,1.9958468036
11.165000448,1.6192219843,-2.6118337433,4.0559796933,-0.1627376923,nan,nan,3.1761066653,1.6896575309
11.199999744,1.2999125867,-2.81881641,4.1600321811,-0.0681995929,nan,nan,2.8381696327,1.8376224359
11.233000192,1.6059192055,-2.628771534,3.6231139621,-0.1317500842,nan,nan,3.0598680532,1.930616039
11.265000192,1.4254888179,-2.7524154669,3.8852300686,-0.1392799307,4.4769975525,0.71452592,3.4407484381,1.940967186
11.300000512,1.8954901301,-2.7802593579,4.375263122,-0.0371973293,nan,nan,3.4299345642,1.8089527003
11.332999936,1.1128228685,-2.685931154,3.5575157312,-0.0241531004,nan,nan,3.2763516101,1.9957774357
11.366000384,1.4096513899,-2.6166928145,3.8572135692,-0.09143372,nan,nan,2.9020406339,1.8769601699
11.400000256,1.1642375837,-2.5911679216,4.306768871,-0.3474526273,nan,nan,2.8382778754,1.7829394823
11.43299968,0.5943873255,-2.7194822674,3.6627593002,-0.0797669516,nan,nan,3.013032995,1.9057336413
11.466000128,1.2392812475,-2.814411558,4.1460945733,-0.2331870362,nan,nan,3.229941148,1.9732762785
11.5,1.0185965313,-2.7520804177,3.8360348045,-0.1160828354,nan,nan,3.5672401186,1.8672566531
11.532,1.239697837,-2.4534280957,4.4690952792,-0.1113746666,nan,nan,3.1907467294,1.8624023251
11.565999872,0.9782759889,-2.7938617839,3.7808326358,-0.2409682956,nan,nan,3.0992140451,2.1188658711
11.599999744,1.0898054476,-2.6270524434,3.9045324512,-0.0875855032,nan,nan,3.4765437603,1.917863269
11.631999744,0.9172504623,-2.7790473758,4.0279321205,-0.2187458968,nan,nan,2.980518328,1.7285329534
11.665999616,1.2128991605,-2.7186507515,3.5629559934,-0.0663518097,nan,nan,2.7978782526,1.7347403195
11.699999488,1.7796888898,-2.8385871861,3.8925673214,-0.1399322553,nan,nan,3.1966308839,1.7275100405
11.732999936,1.3549094074,-2.9144695157,3.9363525783,-0.0619874074,nan,nan,2.9875750246,1.852262891
11.766000384,0.8408576908,-2.7511278659,4.0134723677,-0.1277562942,nan,nan,3.1809277609,1.9791334331
11.800000256,0.9166355891,-2.8561074294,3.6885541155,-0.1914102526,nan,nan,3.5846366938,1.9241229842
11.83299968,1.434833476,-2.6676334489,3.995786656,-0.1555631113,nan,nan,3.3969876633,1.9383842242
11.866000128,1.7709274414,-2.6516214516,3.9358254334,-0.2333661126,4.3713023255,0.6081538804,3.1569265717,1.7633333411
11.9,0.6413216368,-2.7383746508,4.1344002222,0.0592286534,nan,nan,3.3347677594,2.0585325774
11.933000448,0.6926439349,-2.858562453,4.0931002701,-0.2558139785,nan,nan,3.4099534493,1.8635128356
11.965999872,0.6308869535,-2.8153418948,3.8771074044,-0.1146845337,nan,nan,3.3797277223,1.9782523709
11.999999744,1.5308517744,-2.7563591099,3.9854407816,-0.0358662644,nan,nan,2.9730561576,1.9938287018
12.031999744,0.9739471172,-2.7697245325,3.9159647731,-0.3352465135,nan,nan,3.3445376608,1.8279112019
12.065999616,1.7665315965,-2.6613471216,3.9192755918,-0.1320521696,4.3199292902,0.8383283295,3.3052849655,1.8889301699
12.100000512,1.5387961267,-2.7736408886,3.6212758124,-0.2023145677,3.8952319025,0.678604918,3.1588977868,1.7947052054
12.132999936,1.4208055316,-2.6847707853,3.024775074,0.0780663702,4.3185889103,0.5116001111,2.9346315254,2.0877880569
12.166000384,0.9056595273,-2.6141799347,3.6712133918,-0.2234208823,nan,nan,3.9607043947,1.8463897775
12.200000256,1.8446220873,-2.8112155169,3.8651051728,-0.2082693948,nan,nan,3.179763163,2.1099662378
12.23299968,1.1538144271,-2.7558156482,4.0582530358,-0.1405046925,nan,nan,3.0683640657,2.0590360771
12.266000128,0.731308322,-2.8387399403,3.4919170105,-0.1236351522,nan,nan,3.2546994252,2.0088723407
12.3,1.8455759552,-2.8303799539,4.158899261,-0.1399101932,4.4165601905,0.7992714337,2.9921216193,2.0550650022
12.333000448,1.2941632437,-2.8554659874,3.9790587534,-0.126128259,nan,nan,2.8361639497,2.0984104386
12.365999872,1.5619652952,-2.7674341114,3.6353841767,-0.1177535981,nan,nan,3.1692721765,1.8793953018
12.399999744,0.9587073378,-2.6604799095,3.7512397936,-0.0489555444,nan,nan,3.0599272202,1.8978391101
12.433000192,1.5608866318,-2.7050191682,3.9373986335,-0.0346791841,4.3903260012,0.7836741941,3.3217941125,2.0098698051
12.465999616,1.1983063581,-2.7696682221,3.8214034748,-0.0280473419,nan,nan,3.2930871038,1.9766281138
12.499999488,1.9117575544,-2.7452138495,3.3525746596,-0.1148956386,nan,nan,3.4393770282,2.1025950317
12.532999936,1.6653072478,-2.9488039739,3.6342596418,-0.0796692176,nan,nan,3.2452928984,1.9797813789
12.566000384,1.4002504418,-2.7996240372,3.6979857905,-0.2058690887,nan,nan,3.7475840766,2.020911972
12.600000256,1.1921335407,-2.7855879159,3.8454094714,-0.1843939831,4.4911405392,0.7612170988,3.1437236164,2.1283973684
12.634000128,1.9815939718,-2.7084319672,3.6164026655,-0.1346839287,nan,nan,3.458675657,2.060041463
12.666000128,1.1452364918,-2.8024081178,3.9572317205,-0.0802651388,nan,nan,3.5166341523,1.9995638456
12.7,1.1723155845,-2.8717237551,3.7512747928,-0.2107245044,4.0694689888,0.5978447694,3.5741120908,2.0633611559
12.732,1.6928885571,-2.6881682013,3.5333148295,-0.1512359337,nan,nan,3.2500129893,2.1847823242
12.765999872,1.5351320046,-2.741987823,3.7100025822,0.1867544518,4.4517451991,0.928200374,3.28358962,2.1409100374
12.799999744,2.113402101,-2.9231285489,4.0866637149,-0.2801039099,4.1735337808,0.7042663682,3.1194175484,1.9361807203
12.833000192,1.499697466,-2.825611888,3.4679986035,-0.1992268273,nan,nan,3.4222960309,2.026527075
12.865999616,1.5150280801,-2.7302874105,3.5025556942,-0.1536424734,4.3036125439,0.8659623836,3.671094382,2.0558805539
12.900000512,1.2545778676,-3.0539328306,3.4317161704,0.0053157179,nan,nan,2.8589270048,2.0989725578
12.932999936,1.4285577878,-2.7968917074,3.8085737098,-0.0743781178,nan,nan,3.4786677773,1.7286093078
12.966000384,1.6829554615,-2.6578634832,3.4382884921,-0.0461502239,4.3159955765,0.9128533367,3.1409746506,1.9297592114
13.000000256,2.0757722785,-2.7838803808,3.7701923534,-0.0061518181,nan,nan,3.1774108334,2.0260202991
13.03299968,2.0349912018,-2.7126796827,3.5908392366,-0.1691374162,3.8140200505,0.7036224715,3.3883821213,2.0558884846
13.066000128,1.5848251671,-2.9176450594,3.2350320251,-0.0810206573,nan,nan,3.2248829699,2.1463903541
13.1,1.6270288687,-2.8601079309,3.4389016914,-0.2344384736,nan,nan,3.3285813763,2.1017579649
13.132,1.2305968822,-2.8272846828,2.8631856746,-0.2041425205,nan,nan,3.445572015,2.1007719926
13.165999872,1.8973345259,-2.8138571969,3.6382385854,-0.2050654631,4.4468248003,0.909328483,3.1943196005,2.1000945188
13.199999744,1.160188206,-2.8187457162,2.9361563289,-0.3851011453,nan,nan,3.4979154798,1.9211762787
13.233000192,2.186937462,-2.8806373945,4.1198007324,-0.2903586444,nan,nan,3.0253514909,1.9595553144
13.265999616,2.1463678876,-2.7679440955,3.6140966918,-0.1284332877,nan,nan,3.1790086341,1.9311764028
13.299999488,2.1071695298,-2.9374898027,3.5573286696,-0.3407710606,4.3395721117,0.674924179,3.779005704,2.0196171871
13.332999936,1.681122994,-2.9572825941,3.4809117653,-0.1300130219,4.0600667935,0.7848946894,3.6257323804,2.0887285587
13.366000384,1.1231626384,-2.8459549038,3.9304366768,-0.029550702,nan,nan,3.6843581844,2.0307750017
13.400000256,1.8232074784,-2.8286513064,3.7818290877,0.0175401193,nan,nan,3.3530539486,1.9523128072
13.43299968,2.3667588297,-2.9428130897,3.5618387031,-0.2094269939,3.5853205365,0.8388249549,3.8148357434,1.9821489199
13.466000128,1.1554983322,-3.0354821666,3.6609572241,-0.1269483934,nan,nan,2.7915317413,2.2031812761
13.5,1.913652521,-2.7227090761,3.7309643798,-0.1977554016,4.3640653322,0.7453576919,3.6783988053,1.986243174
13.535999744,1.6837150327,-2.8550449536,3.703937819,-0.0628211283,4.0863160964,0.6333158723,3.5077663828,2.024398367
13.565999872,1.4908376327,-2.8552859299,3.5495004908,-0.2643129011,nan,nan,3.193074648,2.1168062733
13.599999744,1.948045446,-2.8741479307,3.1319856565,0.1091535038,nan,nan,3.5913244483,2.1855508149
13.633000192,1.9351448449,-2.7749304951,3.1787095158,-0.0653322775,nan,nan,3.6961285875,2.0669065183
13.665999616,1.2244088077,-2.7872091961,3.3980435731,-0.1511924279,4.306402261,0.7376865776,3.1350194436,2.1169148638
13.700000512,1.78891369,-2.7494210411,3.1739651675,-0.0884263418,4.4439433061,0.7360606288,3.3893294815,2.1590589022
13.732000512,2.2418159398,-2.7044355724,2.9685402253,-0.0408176528,nan,nan,3.8537771102,2.2395920613
13.766000384,1.8197808494,-2.8924658089,3.1791183578,-0.1625832317,4.0771468466,0.9291267183,3.3807634455,1.9811350679
13.800000256,1.6301293939,-2.914114053,3.2229669063,-0.127703587,4.1626282557,0.9306471914,3.2317546136,1.921939365
13.83299968,1.5206237168,-2.8864325966,3.3877870387,-0.3018360031,4.441052393,0.9662591398,3.5605533676,2.1548623637
13.866999552,1.8843609271,-2.879529782,3.3187514462,-0.1994694333,4.3065857167,0.7662511454,3.3231080888,1.9545259559
13.9,1.2110948562,-2.8233583159,3.8981803639,0.0239791074,nan,nan,3.7160386965,2.0962883943
13.933000448,1.55061771,-2.7143759582,3.6210137989,-0.0773040826,nan,nan,3.493058227,2.1766027663
13.965999872,1.8078776679,-2.8353080759,3.1608483858,-0.1313179145,4.4437249157,0.7152057601,3.2177979181,2.0703893629
13.999999744,1.1052542622,-2.6787261363,3.328227803,0.0197325507,4.1447320048,0.5159923735,3.7303947313,2.2817342886
14.031999744,1.6253776547,-2.8264194459,2.8669657013,-0.2126069081,nan,nan,3.7800661834,1.9703866968
14.065999616,1.4893586364,-2.9675633703,3.0589748732,-0.0793343676,nan,nan,3.5962508065,1.9852558903
14.099999488,2.3233676953,-2.84298463,3.3171444406,0.0190008513,4.4374392177,0.6944441265,3.2083505149,2.0041881527
14.132999936,2.0124031766,-2.875132107,3.684791499,-0.1272951606,nan,nan,3.5697910784,1.9374960502
14.166000384,1.9119798665,-2.833008683,3.2631676784,-0.1216497131,nan,nan,3.5543695139,2.0966110056
14.200000256,1.7010943272,-2.8112874787,3.0397673398,-0.2179918602,4.2885019745,0.8187439462,2.8549203373,2.2142761353
14.23299968,1.9630371826,-2.8109476397,3.4513334492,-0.239274629,nan,nan,3.5587388918,1.9636795211
14.266000128,1.298939893,-2.8839407987,3.2950686689,-0.2576674518,nan,nan,3.2423740025,1.9148226706
14.3,1.4626120795,-2.9874903939,2.8875164347,-0.2799296834,nan,nan,3.4460861437,2.0866331078
14.333000448,1.2022716825,-2.7766041527,3.4666773537,-0.1429816525,3.9054609857,0.6565074965,3.3239443823,2.0873397118
14.365999872,2.004186411,-2.7317565483,3.5631691718,-0.1634929539,nan,nan,3.1439419333,1.9793846702
14.399999744,1.860229239,-2.9050684893,3.4034281008,-0.169736823,nan,nan,3.9942698693,2.0952648757
14.433000192,1.8052724957,-2.8438844451,3.3039760486,-0.221125872,nan,nan,3.5406920713,2.0018565209
14.465999616,1.9098926203,-2.8285966243,2.8052463862,-0.1179048754,nan,nan,3.4850504608,2.3045910283
14.500000512,1.5021531292,-2.8303844352,2.7723909902,-0.1412994104,nan,nan,3.8073163886,2.1978628234
14.532999936,2.6001612603,-2.9261326578,3.2512788535,-0.0113050483,4.484916322,0.5869056761,3.3161285735,2.0057856813
14.566999808,1.7322498099,-2.8713885739,3.2992836615,-0.1790161065,4.3836407739,0.8174814182,3.1169185414,2.1582310218
14.600000256,1.7673536566,-2.9329201177,3.2353897027,-0.313394563,nan,nan,3.8310353719,1.9126001514
14.632000256,2.0512095469,-2.7812588155,3.0752480478,-0.3531245329,nan,nan,3.5255783335,2.2034029984
14.666000128,2.5212286743,-3.0543410837,3.2561375704,-0.4095900381,4.4394156122,0.7649290764,3.2040705173,2.0810091762
14.7,2.1264052143,-2.8481460152,3.2777933041,0.0241550135,nan,nan,3.0857884027,2.0312265739
14.732,2.1781079214,-2.7895991226,3.4172539679,-0.2785942288,4.2078378585,0.8824936169,3.7627451742,2.2369625976
14.765000448,2.0649810409,-2.6570813494,3.3522591685,-0.1587181463,nan,nan,3.7325289682,2.0356294911
14.799999744,1.9556392876,-2.9946522898,2.7416457972,-0.2087230168,4.231111161,0.6882686554,3.4594441844,2.0709460729
14.833000192,2.1481617184,-2.8769848865,3.4998737368,-0.1565752046,3.6401741192,0.961255137,3.7627527754,2.0681296752
14.865000192,1.5916583789,-2.6961926176,3.0927586017,-0.1512122028,4.357303776,0.8927104826,3.4568405328,2.2084835092
14.899999488,1.7985573533,-2.8268897347,3.1969646842,-0.236717925,4.2934228665,0.6508296965,3.971859862,2.0929931289
14.934000384,2.3926106462,-3.0405991779,2.8726678853,-0.0590981838,3.7248262247,0.707415101,3.4251760757,2.1046991182
14.966000384,2.1113841785,-2.8249084529,3.3039801524,-0.0653365977,nan,nan,3.5761666645,2.2552773168
15.000000256,2.1516950267,-2.9424617973,3.0154455049,-0.2538846204,3.9543408863,0.779024836,3.197769352,2.2290222774
15.034999552,2.0189416669,-2.765283983,2.801291717,-0.1641695547,nan,nan,3.7529999321,2.1089546239
15.069000448,1.814105825,-2.9202089815,3.2486802299,-0.2350150007,4.1840364932,0.5981588299,3.9073544078,2.2608958337
15.1,2.2713547108,-2.7946728348,3.156631426,-0.0111245837,4.4088027211,0.7782707909,3.6137096792,2.2057199233
15.133000448,1.9766184305,-2.9697836026,2.7117077789,-0.2086974145,4.3823860236,0.7508120715,3.1487936436,2.1916246
15.165999872,1.5983242159,-2.8984834333,2.8076733047,-0.356167321,4.1582650044,0.8220007343,3.3322234824,2.1625910278
15.199999744,2.7239046849,-2.9132857745,2.9937350494,-0.1041160018,nan,nan,3.3044759883,2.1684107416
15.233000192,2.3372587,-2.8116373111,3.4234264417,-0.2590461261,4.427156255,0.8931270932,3.1866130287,2.2837778152
15.265999616,2.0329306796,-2.8057524746,2.9726396355,-0.1631482189,3.8702149673,0.7948055942,3.6523561491,2.334493716
15.300000512,1.6483874916,-2.9957604777,3.2152124265,-0.3104621657,4.4632070319,0.7436215262,3.3645742855,1.9052269043
15.332999936,2.1006753659,-2.8871078986,2.517550077,-0.2181637954,3.6276212718,0.7639363563,3.2408766072,2.0377576626
15.366000384,2.2977970464,-3.0997995326,3.3613440948,-0.0482505032,3.8876576635,0.9367328086,2.9122469035,2.2017608344
15.400000256,2.4955665503,-2.8677110245,2.909112787,-0.12843054,nan,nan,3.8126984163,2.2224386396
15.43299968,2.3746991027,-2.9193070871,3.1644059577,-0.3017151536,4.187871283,0.926821838,3.1820966549,2.0791562314
15.466000128,1.5050511973,-2.8998629338,3.4937250232,-0.141201067,3.9356301859,0.8056444959,3.6829141582,2.1381715085
15.498999552,2.9354985678,-2.9249663872,2.4964953868,-0.1023149995,4.2589521025,0.6937073512,3.5689902337,2.0084711038
15.533000448,2.1040591727,-3.0041970109,2.5847785748,-0.328741409,4.3851357805,0.8965517142,3.4454538275,2.1668298416
15.565999872,2.1082151509,-2.9356243639,2.9080463867,-0.2855629777,3.9775858931,0.7935287975,3.9691499725,2.2715465973
15.59900032,2.344593392,-2.8438209069,2.8129376722,-0.1658759783,4.241800926,0.690306908,3.8730214229,2.3000169745
15.633000192,1.9899152877,-2.9592739024,2.971709587,-0.1023297872,nan,nan,3.869196447,2.3102212489
15.665999616,2.3542019502,-2.994457219,2.7340145477,-0.2855629007,4.1008247126,0.8713728743,3.8471696774,2.2237167768
15.699999488,1.9175359067,-2.9879566231,3.2333987366,-0.0879577291,3.7192631583,0.8145085121,3.6107954003,2.1727121547
15.732999936,2.2361299935,-2.9156842016,2.9738482189,-0.1691651327,nan,nan,3.5851226503,2.2416010737
15.766000384,2.5981910227,-2.9184398087,2.7603527485,-0.3139261487,3.8215442116,0.7921498888,3.3873077055,2.1701481299
15.800000256,2.0086349965,-2.9744387183,2.3717471583,-0.1934340892,3.7886355085,0.7432758327,3.3544928535,2.0971859023
15.83299968,1.6750155776,-3.0051140554,2.7982402585,-0.2569259077,3.8627120841,0.6529528245,3.8523289468,2.1026029381
